trip_id,origin_node_id,destination_node_id,departure_time_s,mode
t0,n390,n577,25201,car
t1,n293,n1052,25202,car
t2,n508,n804,25205,car
t3,n79,n1109,25209,car
t4,n199,n1196,25210,car
t5,n331,n1231,25214,car
t6,n147,n600,25215,car
t7,n47,n1021,25215,car
t8,n863,n20,25215,car
t9,n753,n777,25217,car
t10,n1009,n277,25218,car
t11,n125,n701,25218,car
t12,n563,n651,25219,car
t13,n530,n894,25219,car
t14,n733,n1091,25222,car
t15,n50,n81,25223,car
t16,n148,n899,25225,car
t17,n1219,n469,25225,car
t18,n766,n545,25226,car
t19,n514,n139,25226,car
t20,n297,n198,25226,car
t21,n473,n672,25228,car
t22,n1191,n990,25229,car
t23,n587,n409,25232,car
t24,n1165,n1030,25236,car
t25,n688,n1110,25237,car
t26,n885,n674,25240,car
t27,n944,n934,25241,car
t28,n260,n1051,25241,car
t29,n324,n434,25241,car
t30,n267,n455,25243,car
t31,n290,n140,25246,car
t32,n1141,n982,25246,car
t33,n195,n671,25247,car
t34,n717,n581,25247,car
t35,n1039,n697,25247,car
t36,n46,n258,25248,car
t37,n717,n428,25253,car
t38,n293,n642,25254,car
t39,n611,n613,25255,car
t40,n88,n1228,25257,car
t41,n270,n994,25258,car
t42,n307,n331,25261,car
t43,n209,n602,25262,car
t44,n454,n847,25263,car
t45,n757,n893,25264,car
t46,n586,n1104,25264,car
t47,n319,n465,25265,car
t48,n838,n245,25265,car
t49,n960,n612,25267,car
t50,n375,n1110,25268,car
t51,n634,n614,25268,car
t52,n849,n1109,25271,car
t53,n1056,n125,25271,car
t54,n293,n618,25273,car
t55,n674,n693,25274,car
t56,n1018,n1147,25275,car
t57,n351,n1080,25275,car
t58,n106,n201,25280,car
t59,n519,n274,25281,car
t60,n1205,n576,25282,car
t61,n517,n1100,25283,car
t62,n788,n1152,25284,car
t63,n569,n21,25286,car
t64,n1015,n392,25287,car
t65,n202,n426,25288,car
t66,n508,n1030,25288,car
t67,n495,n384,25290,car
t68,n259,n604,25291,car
t69,n995,n336,25295,car
t70,n410,n589,25295,car
t71,n858,n528,25296,car
t72,n376,n474,25296,car
t73,n991,n54,25303,car
t74,n92,n216,25305,car
t75,n853,n1043,25306,car
t76,n151,n528,25309,car
t77,n572,n587,25309,car
t78,n453,n183,25311,car
t79,n15,n119,25311,car
t80,n135,n378,25315,car
t81,n1164,n806,25318,car
t82,n240,n303,25318,car
t83,n1027,n479,25318,car
t84,n638,n291,25319,car
t85,n1014,n281,25321,car
t86,n1016,n266,25326,car
t87,n12,n23,25326,car
t88,n806,n603,25327,car
t89,n579,n612,25334,car
t90,n624,n875,25334,car
t91,n1001,n920,25336,car
t92,n487,n619,25338,car
t93,n910,n487,25338,car
t94,n707,n675,25339,car
t95,n852,n417,25342,car
t96,n354,n628,25343,car
t97,n994,n657,25345,car
t98,n1221,n585,25346,car
t99,n404,n400,25347,car
t100,n1237,n973,25348,car
t101,n737,n472,25348,car
t102,n892,n245,25348,car
t103,n383,n1078,25348,car
t104,n188,n1089,25353,car
t105,n473,n182,25358,car
t106,n909,n1114,25358,car
t107,n1214,n675,25358,car
t108,n5,n675,25359,car
t109,n415,n635,25362,car
t110,n1086,n1090,25362,car
t111,n737,n913,25363,car
t112,n614,n532,25365,car
t113,n387,n1241,25366,car
t114,n374,n489,25366,car
t115,n699,n1061,25370,car
t116,n34,n620,25371,car
t117,n910,n22,25371,car
t118,n530,n534,25373,car
t119,n757,n1162,25374,car
t120,n1171,n1108,25377,car
t121,n390,n20,25379,car
t122,n554,n1071,25381,car
t123,n89,n221,25381,car
t124,n333,n582,25382,car
t125,n652,n394,25385,car
t126,n319,n1008,25386,car
t127,n156,n960,25390,car
t128,n67,n221,25391,car
t129,n656,n275,25391,car
t130,n173,n183,25394,car
t131,n789,n1129,25398,car
t132,n340,n910,25401,car
t133,n274,n517,25401,car
t134,n329,n305,25404,car
t135,n998,n164,25406,car
t136,n54,n452,25408,car
t137,n940,n944,25409,car
t138,n599,n1029,25409,car
t139,n755,n621,25410,car
t140,n324,n430,25411,car
t141,n87,n106,25413,car
t142,n758,n812,25413,car
t143,n748,n29,25414,car
t144,n357,n1091,25414,car
t145,n1090,n153,25415,car
t146,n507,n676,25416,car
t147,n297,n1167,25417,car
t148,n728,n1130,25419,car
t149,n53,n89,25420,car
t150,n868,n856,25423,car
t151,n748,n780,25423,car
t152,n1226,n293,25423,car
t153,n887,n51,25424,car
t154,n1105,n719,25424,car
t155,n1055,n1101,25427,car
t156,n456,n379,25427,car
t157,n258,n1219,25428,car
t158,n287,n580,25428,car
t159,n79,n1124,25432,car
t160,n178,n1003,25434,car
t161,n1051,n30,25436,car
t162,n783,n21,25437,car
t163,n362,n447,25437,car
t164,n1098,n1080,25438,car
t165,n307,n308,25442,car
t166,n362,n204,25444,car
t167,n325,n642,25444,car
t168,n18,n1171,25445,car
t169,n589,n215,25446,car
t170,n1080,n863,25448,car
t171,n863,n175,25448,car
t172,n60,n1172,25452,car
t173,n1056,n293,25454,car
t174,n924,n884,25455,car
t175,n1242,n623,25457,car
t176,n772,n1193,25457,car
t177,n47,n25,25457,car
t178,n57,n104,25461,car
t179,n160,n941,25463,car
t180,n297,n844,25464,car
t181,n1040,n677,25468,car
t182,n559,n268,25468,car
t183,n264,n651,25470,car
t184,n206,n638,25471,car
t185,n290,n420,25474,car
t186,n720,n1154,25477,car
t187,n239,n599,25478,car
t188,n22,n524,25479,car
t189,n919,n921,25480,car
t190,n591,n1123,25482,car
t191,n749,n450,25485,car
t192,n255,n688,25486,car
t193,n445,n389,25486,car
t194,n468,n162,25486,car
t195,n345,n868,25487,car
t196,n58,n51,25488,car
t197,n239,n446,25489,car
