trip_id,origin_node_id,destination_node_id,departure_time_s,mode
t0,n1161,n707,0,car
t1,n1526,n165,0,car
t2,n135,n1410,1,car
t3,n396,n1389,1,car
t4,n44,n1715,2,car
t5,n1513,n233,2,car
t6,n1205,n46,2,car
t7,n712,n578,4,car
t8,n1509,n1803,5,car
t9,n1243,n1757,5,car
t10,n67,n1,6,car
t11,n137,n1804,8,car
t12,n1282,n1409,11,car
t13,n1015,n338,11,car
t14,n1375,n749,12,car
t15,n220,n1896,12,car
t16,n1682,n1647,13,car
t17,n226,n551,14,car
t18,n920,n863,15,car
t19,n1316,n383,16,car
t20,n1566,n635,18,car
t21,n1257,n1032,18,car
t22,n1226,n528,20,car
t23,n1454,n1345,20,car
t24,n1783,n1234,21,car
t25,n170,n1728,22,car
t26,n1787,n1225,23,car
t27,n576,n56,26,car
t28,n1548,n1705,26,car
t29,n366,n1259,26,car
t30,n824,n177,28,car
t31,n1398,n269,28,car
t32,n541,n930,28,car
t33,n33,n1438,28,car
t34,n1914,n1380,28,car
t35,n1686,n41,29,car
t36,n151,n24,29,car
t37,n1202,n1004,30,car
t38,n1191,n1308,30,car
t39,n752,n1702,30,car
t40,n389,n578,31,car
t41,n272,n1327,31,car
t42,n127,n492,32,car
t43,n1265,n57,32,car
t44,n747,n929,34,car
t45,n963,n676,34,car
t46,n1469,n1165,35,car
t47,n1052,n1566,37,car
t48,n1469,n1760,37,car
t49,n1111,n1820,38,car
t50,n1226,n1715,38,car
t51,n625,n540,38,car
t52,n1413,n973,39,car
t53,n851,n1871,41,car
t54,n37,n87,42,car
t55,n1915,n560,43,car
t56,n195,n299,43,car
t57,n439,n455,44,car
t58,n1097,n857,45,car
t59,n40,n502,47,car
t60,n1497,n1280,47,car
t61,n631,n5,48,car
t62,n218,n645,49,car
t63,n926,n1070,49,car
t64,n937,n153,50,car
t65,n1766,n559,50,car
t66,n1867,n722,50,car
t67,n40,n501,51,car
t68,n134,n1055,53,car
t69,n1393,n161,54,car
t70,n480,n1295,54,car
t71,n203,n1752,56,car
t72,n416,n459,56,car
t73,n1256,n1390,58,car
t74,n851,n22,58,car
t75,n1836,n842,59,car
t76,n312,n1716,60,car
t77,n567,n1381,61,car
t78,n106,n1237,61,car
t79,n1432,n1615,61,car
t80,n1680,n49,64,car
t81,n1174,n1226,64,car
t82,n1541,n247,65,car
t83,n947,n1184,67,car
t84,n80,n820,68,car
t85,n726,n1712,69,car
t86,n1093,n1688,69,car
t87,n303,n1665,69,car
t88,n345,n1367,70,car
t89,n1431,n792,71,car
t90,n1825,n821,74,car
t91,n1330,n834,75,car
t92,n1147,n504,76,car
t93,n773,n1349,76,car
t94,n993,n1239,78,car
t95,n140,n722,78,car
t96,n1436,n1728,78,car
t97,n1624,n67,79,car
t98,n349,n202,80,car
t99,n497,n722,80,car
t100,n1639,n1652,81,car
t101,n1126,n1732,82,car
t102,n212,n634,83,car
t103,n257,n1074,83,car
t104,n1625,n916,84,car
t105,n356,n565,86,car
t106,n1328,n998,88,car
t107,n1258,n7,88,car
t108,n1521,n1598,89,car
t109,n1141,n706,92,car
t110,n1115,n1541,92,car
t111,n1112,n869,93,car
t112,n309,n1792,93,car
t113,n670,n621,94,car
t114,n1523,n512,94,car
t115,n1817,n1809,94,car
t116,n1394,n1179,94,car
t117,n639,n582,94,car
t118,n241,n392,95,car
t119,n428,n1003,96,car
t120,n311,n1715,96,car
t121,n1618,n981,98,car
t122,n1587,n27,99,car
t123,n1771,n458,99,car
t124,n1341,n289,100,car
t125,n737,n58,100,car
t126,n938,n24,101,car
t127,n73,n1554,101,car
t128,n1822,n1448,101,car
t129,n357,n1716,102,car
t130,n1138,n1811,103,car
t131,n844,n1883,103,car
t132,n1401,n243,104,car
t133,n1200,n146,105,car
t134,n1058,n322,105,car
t135,n96,n965,106,car
t136,n496,n1439,106,car
t137,n422,n1089,106,car
t138,n594,n1226,106,car
t139,n563,n1868,109,car
t140,n356,n1557,110,car
t141,n929,n678,111,car
t142,n1204,n545,112,car
t143,n176,n1295,112,car
t144,n1447,n1751,112,car
t145,n1018,n511,113,car
t146,n1107,n387,115,car
t147,n1049,n596,115,car
t148,n1508,n604,116,car
t149,n1730,n1369,116,car
t150,n508,n176,117,car
t151,n903,n1733,117,car
t152,n1236,n202,117,car
t153,n1333,n1145,118,car
t154,n309,n1291,119,car
t155,n1915,n882,120,car
t156,n928,n1123,121,car
t157,n120,n1546,121,car
t158,n344,n707,121,car
t159,n598,n1596,121,car
t160,n1577,n125,122,car
t161,n1279,n1267,122,car
t162,n810,n816,123,car
t163,n1270,n1235,124,car
t164,n466,n71,125,car
t165,n842,n957,125,car
t166,n344,n814,126,car
t167,n1229,n459,127,car
t168,n339,n943,128,car
t169,n613,n1375,129,car
t170,n986,n25,129,car
t171,n866,n907,132,car
t172,n1463,n1588,133,car
t173,n187,n1767,134,car
t174,n413,n1722,135,car
t175,n38,n966,135,car
