trip_id,origin_node_id,destination_node_id,departure_time_s,mode
t0,n536,n358,25200,car
t1,n351,n840,25200,car
t2,n135,n155,25225,car
t3,n282,n1042,25245,car
t4,n42,n791,25291,car
t5,n146,n677,25305,car
t6,n177,n667,25341,car
t7,n310,n569,25398,car
t8,n605,n306,25418,car
t9,n603,n938,25420,car
t10,n382,n641,25458,car
t11,n146,n560,25471,car
t12,n22,n376,25508,car
t13,n565,n404,25516,car
t14,n146,n887,25517,car
t15,n490,n380,25520,car
t16,n108,n171,25524,car
t17,n688,n655,25540,car
t18,n915,n574,25552,car
t19,n458,n55,25575,car
t20,n139,n322,25582,car
t21,n838,n300,25588,car
t22,n175,n227,25611,car
t23,n816,n627,25616,car
t24,n861,n888,25618,car
t25,n947,n100,25641,car
t26,n445,n413,25660,car
t27,n624,n69,25679,car
t28,n806,n190,25696,car
t29,n843,n620,25749,car
t30,n121,n835,25757,car
t31,n993,n668,25790,car
t32,n300,n888,25798,car
t33,n551,n127,25815,car
t34,n597,n934,25829,car
t35,n992,n448,25836,car
t36,n639,n447,25842,car
t37,n179,n813,25846,car
t38,n547,n64,25853,car
t39,n677,n974,25860,car
t40,n535,n690,25874,car
t41,n950,n597,25881,car
t42,n385,n995,25899,car
t43,n688,n200,25906,car
t44,n558,n741,25916,car
t45,n243,n303,25924,car
t46,n149,n730,25929,car
t47,n2,n887,25936,car
t48,n224,n517,25938,car
t49,n249,n432,25940,car
t50,n18,n355,25942,car
t51,n109,n913,25942,car
t52,n522,n838,25944,car
t53,n385,n773,25947,car
t54,n36,n239,25948,car
t55,n453,n34,25955,car
t56,n358,n395,25956,car
t57,n158,n263,25967,car
t58,n367,n1056,25973,car
t59,n202,n522,25974,car
t60,n194,n491,25974,car
t61,n349,n839,25977,car
t62,n123,n835,25984,car
t63,n937,n128,25987,car
t64,n992,n125,25989,car
t65,n654,n905,25990,car
t66,n624,n205,25991,car
t67,n455,n748,25993,car
t68,n257,n226,25993,car
t69,n116,n371,25996,car
t70,n639,n1006,26003,car
t71,n814,n969,26004,car
t72,n661,n519,26014,car
t73,n530,n958,26018,car
t74,n123,n914,26027,car
t75,n434,n504,26027,car
t76,n42,n786,26029,car
t77,n442,n451,26031,car
t78,n419,n747,26043,car
t79,n226,n661,26047,car
t80,n536,n530,26048,car
t81,n602,n339,26051,car
t82,n393,n693,26051,car
t83,n668,n562,26053,car
t84,n273,n251,26055,car
t85,n88,n826,26060,car
t86,n404,n443,26066,car
t87,n973,n412,26068,car
t88,n576,n342,26086,car
t89,n116,n41,26087,car
t90,n814,n610,26089,car
t91,n5,n28,26095,car
t92,n456,n953,26098,car
t93,n661,n978,26103,car
t94,n43,n320,26104,car
t95,n550,n393,26114,car
t96,n690,n710,26119,car
t97,n988,n246,26124,car
t98,n886,n185,26131,car
t99,n947,n666,26134,car
t100,n994,n1045,26134,car
t101,n108,n311,26135,car
t102,n149,n806,26135,car
t103,n565,n19,26144,car
t104,n892,n221,26148,car
t105,n504,n720,26151,car
t106,n647,n193,26152,car
t107,n685,n402,26162,car
t108,n469,n918,26164,car
t109,n233,n560,26165,car
t110,n835,n1004,26166,car
t111,n889,n139,26166,car
t112,n48,n12,26167,car
t113,n427,n238,26168,car
t114,n580,n1015,26169,car
t115,n99,n470,26171,car
t116,n158,n350,26171,car
t117,n281,n194,26171,car
t118,n375,n479,26175,car
t119,n814,n974,26180,car
t120,n974,n143,26181,car
t121,n968,n644,26181,car
t122,n886,n601,26188,car
t123,n984,n513,26192,car
t124,n443,n986,26194,car
t125,n541,n466,26199,car
t126,n972,n357,26200,car
t127,n121,n230,26201,car
t128,n972,n265,26208,car
t129,n567,n167,26209,car
t130,n29,n673,26214,car
t131,n997,n513,26220,car
t132,n363,n449,26222,car
t133,n993,n788,26226,car
t134,n129,n876,26228,car
t135,n30,n262,26232,car
t136,n566,n551,26232,car
t137,n580,n239,26233,car
t138,n316,n769,26233,car
t139,n214,n1004,26238,car
t140,n842,n452,26239,car
t141,n564,n382,26240,car
